index,prediction,truth
2744748,fetch a green light giant key,you must fetch a red giant neutral key
2744811,go fetch a tiny green tiny ball,get a dark tiny blue ball
2745474,get a light blue small blue key,fetch a very_light medium purple key
2745535,go fetch a light tiny blue ball,fetch a light blue tiny ball
2745552,you a large dark giant ball,go get a giant yellow dark ball
2745559,get a very_dark small green ball,get a green very_dark small ball
2745565,get a giant very_dark red ball,fetch a red very_dark giant ball
2745616,fetch a very_dark red large key,go fetch a large very_dark green key
2746014,go get a blue large dark ball,you must fetch a blue dark large ball
2746047,you must fetch a red medium neutral ball,you must fetch a red neutral medium ball
2746132,go get a light giant purple key,go get a giant purple light key
2746153,get a blue very_dark giant ball,fetch a giant dark purple ball
2746203,you must fetch a medium dark grey key,go fetch a grey dark medium key
2746388,get a neutral tiny grey key,go fetch a yellow neutral tiny key
2746435,fetch a green dark large key,go fetch a dark large green key
2746669,go fetch a neutral grey giant ball,you must fetch a neutral giant grey ball
2746715,go a small very_light blue key,fetch a small blue very_light key
2746760,go must fetch a tiny very_dark purple ball,go fetch a very_dark tiny purple ball
2746811,get a light small small key,fetch a light small yellow key
2746851,get a neutral medium blue ball,fetch a blue medium neutral ball
2747007,go fetch a very_dark large yellow key,you must fetch a very_dark large yellow key
2747054,go fetch a neutral giant yellow ball,you must fetch a yellow neutral giant ball
2747230,go get a blue neutral tiny key,get a tiny dark blue ball
2747251,you must grey tiny neutral ball,fetch a neutral grey tiny ball
2747374,fetch a yellow dark giant grey key,you must fetch a giant grey dark key
2747382,go fetch a dark small red key,you must fetch a small red neutral key
2747491,you must fetch a very_dark tiny yellow ball,go get a yellow tiny very_dark ball
2747546,get a purple tiny tiny ball,get a dark blue tiny ball
2747683,get a green dark medium key,you must fetch a medium dark green key
2747692,go fetch a large grey dark key,go fetch a grey dark large key
2747737,fetch a small red neutral key,go fetch a neutral small green key
2747832,go get a neutral blue tiny key,go fetch a tiny neutral blue key
2747868,fetch a very_light green very_light key,get a giant red very_light key
2748024,go fetch a tiny dark purple ball,go get a tiny purple dark ball
2748042,you must fetch a green small small ball,fetch a green neutral small ball
2748120,go must fetch yellow very_dark very_dark key,go fetch a giant yellow very_dark key
2748262,fetch a grey dark giant key,go get a giant dark grey key
2748304,you must fetch a medium dark green ball,get a medium green dark ball
2748311,go get a large dark blue key,go get a dark large green key
2748487,go must fetch a yellow medium dark ball,you must fetch a very_dark medium purple ball
2748757,fetch a fetch a tiny light grey key,fetch a light tiny grey key
2748843,you must fetch a small grey dark key,fetch a dark small grey key
2748970,fetch a giant neutral blue key,fetch a neutral large blue key
2749020,fetch a grey very_light tiny ball,get a light tiny purple ball
2749052,you must fetch a small light green key,get a small green light key
2749067,you must fetch a light small yellow ball,go fetch a light small grey ball
2749113,go fetch a large yellow very_dark ball,fetch a large yellow very_dark ball
2749171,you must fetch a blue key,get a blue large dark key
2749181,fetch a large yellow very_dark ball,get a yellow very_dark large ball
2749225,fetch a small green very_dark ball,fetch a tiny very_dark green ball
2749551,go fetch a giant grey dark key,you must fetch a giant dark grey key
2749600,get a fetch a medium purple very_dark key,get a very_dark purple small key
2749644,go a giant very_dark yellow key,get a giant yellow very_dark key
2749662,you must fetch a medium light grey key,go get a light medium grey key
2749708,get a tiny green tiny ball,fetch a tiny light blue ball
2749871,go get a yellow very_dark giant key,go fetch a very_dark purple giant key
2749878,you must fetch a small purple small key,fetch a purple small very_light key
2749963,get a fetch a grey small neutral key,go get a neutral small grey key
2749999,get a very_light purple giant key,get a purple very_light giant key
2750179,you must fetch a medium purple light key,you must fetch a blue neutral small key
2750261,get a small green very_dark ball,fetch a very_dark blue small ball
2750422,fetch a blue neutral small ball,go fetch a small neutral green ball
2750437,fetch a yellow light yellow ball,get a giant neutral yellow ball
2750446,get a neutral small red ball,get a red neutral small ball
2750558,fetch a very_dark purple medium ball,fetch a very_dark medium purple ball
2750562,fetch a giant giant purple key,fetch a light yellow giant key
2750569,get a medium yellow very_light key,you must fetch a medium yellow very_light key
2750746,go fetch a grey grey tiny neutral ball,get a tiny neutral grey ball
2750871,you must fetch a purple tiny dark key,go fetch a tiny purple dark key
2750896,go fetch a purple small very_dark key,go get a very_dark purple small key
2750901,go get a giant very_dark purple ball,get a purple giant very_dark ball
2750949,get a purple very_dark small ball,get a small green very_dark ball
2751008,you must fetch a red neutral giant ball,you must fetch a red giant neutral key
2751053,fetch get blue very_dark medium ball,get a green very_dark medium ball
2751099,go fetch a tiny small very_dark key,go fetch a green tiny very_dark key
2751188,go fetch a small green very_dark ball,go fetch a very_dark green small ball
2751199,fetch a grey very_light tiny ball,go get a grey tiny very_light ball
2751284,fetch fetch a giant green very_dark key,get a red giant very_dark ball
2751673,go get a tiny blue dark ball,go fetch a blue dark tiny ball
2751678,get a fetch a light purple small key,go get a purple small light key
2751804,go fetch a neutral tiny neutral ball,you must fetch a grey tiny neutral ball
2751990,you must fetch a large very_dark yellow key,go fetch a very_dark large yellow key
2752244,go get a giant neutral purple ball,get a purple neutral giant ball
2752273,get a medium very_light yellow key,go get a very_light yellow medium key
2752317,fetch a purple giant very_light key,get a large purple light key
2752483,go get a neutral tiny tiny key,go fetch a light tiny purple ball
2752567,get a medium dark blue ball,go get a blue dark large ball
2752642,get a yellow medium light key,you must fetch a grey medium light key
2752770,get a very_light green giant key,go fetch a large very_light green key
2752801,fetch a tiny neutral yellow key,fetch a tiny neutral yellow key
2752889,get must fetch a purple very_light large key,fetch a large very_light purple ball
2753012,get a very_light green red ball,fetch a very_light medium red ball
2753083,go a very_light tiny blue ball,go fetch a tiny very_light blue ball
2753167,fetch a grey neutral large key,go fetch a large neutral grey key
2753170,fetch a large grey very_light ball,go get a grey very_light large ball
2753484,you must fetch a blue light tiny ball,get a tiny light blue ball
2753665,fetch a giant purple dark key,you must fetch a dark purple giant key
2753670,fetch a neutral grey tiny ball,fetch a grey neutral tiny ball
2753764,fetch a red very_light large ball,get a medium light red ball
2754155,get a blue medium dark key,go get a green dark medium key
2754203,go fetch a red very_dark small ball,get a very_dark red small ball
2754293,go fetch a large blue very_dark ball,go fetch a blue large very_dark ball
2754487,you must fetch a green small very_dark ball,go get a very_dark red small ball
2754854,get a giant giant purple ball,go fetch a very_dark giant purple ball
2754867,go fetch a neutral medium red ball,go get a large red neutral ball
2754870,you must fetch a giant dark purple ball,go get a blue very_dark giant ball
2754882,go fetch a small very_light purple key,go fetch a purple light small key
2754992,go get a tiny light green key,go get a light tiny green key
2755149,you must fetch a green neutral tiny ball,fetch a neutral tiny green ball
2755159,go get a green small dark key,get a dark small green key
2755178,fetch a grey small small ball,go fetch a grey neutral small ball
2755225,you must fetch a giant very_dark blue ball,go get a giant very_dark blue ball
2755324,go a giant dark blue ball,fetch a giant dark blue ball
2755448,go get a very_light tiny grey ball,go fetch a tiny grey very_light ball
2755576,go get a small light grey key,fetch a grey small light key
2755580,get a small very_dark purple key,go fetch a very_dark small purple key
2755792,go fetch a large large dark key,fetch a large dark green key
2755934,go fetch a very_light blue small key,go get a very_light blue small key
2756068,go fetch a yellow very_light medium key,go fetch a very_light yellow medium key
2756111,get a red very_dark tiny ball,you must fetch a small dark red ball
2756121,fetch a light purple tiny key,go fetch a tiny neutral purple key
2756183,fetch a small red dark ball,go fetch a dark small red ball
2756188,you must fetch neutral red giant ball,go fetch a neutral red giant ball
2756255,you must green neutral small ball,go fetch a tiny red dark ball
2756259,go get a small red very_light ball,you must fetch a medium red very_light ball
2756272,get a dark dark grey key,fetch a grey dark medium key
2756479,you must fetch a large red dark ball,go get a red dark large ball
2756789,get a giant green dark key,fetch a giant blue dark key
2756801,go fetch fetch a grey dark medium key,go get a dark grey medium key
2756815,fetch a small grey neutral key,go fetch a small grey neutral key
2756912,you must fetch a light key,you must fetch a medium light blue key
2757129,fetch a fetch a grey ball,go get a small dark grey ball
2757154,get a fetch a light tiny purple ball,go get a purple light tiny ball
2757199,get a neutral giant purple key,fetch a giant dark purple ball
2757250,fetch a green very_dark tiny key,you must fetch a red tiny very_dark key
2757416,get fetch a neutral giant red ball,get a neutral red giant ball
2757422,fetch a a dark large key,go fetch a large dark red key
2757510,go get a very_dark giant blue ball,get a very_dark giant blue ball
2757591,fetch a fetch dark grey key,fetch a giant grey dark key
2757771,go get a red small very_dark ball,go get a very_dark red small ball
2757774,you must fetch a medium dark blue key,go fetch a blue dark medium key
2757794,go get a very_dark purple medium ball,get a purple medium very_dark ball
2757894,go fetch a medium very_dark blue key,fetch a very_dark blue medium key
2757902,go must fetch a small neutral green ball,fetch a small neutral red ball
2758008,fetch a green red large ball,fetch a red large dark ball
2758025,go fetch a grey dark medium ball,fetch a grey dark medium ball
2758029,fetch a blue small very_light ball,fetch a blue very_light small ball
2758172,get a purple giant giant ball,get a light giant purple ball
2758213,fetch a neutral grey grey ball,fetch a neutral tiny grey ball
2758265,go fetch a small grey dark key,you must fetch a grey small dark key
2758317,go fetch a yellow giant very_dark ball,go get a purple very_dark giant ball
2758340,get a fetch a large dark blue ball,go fetch a dark blue large ball
2758356,fetch a fetch a giant green green key,you must fetch a green giant very_light key
2758374,get a neutral grey giant ball,go get a neutral grey giant ball
2758513,go a green large dark key,go get a dark red large key
2758679,fetch a red dark tiny key,go get a dark red tiny key
2758702,get a medium grey dark key,fetch a medium dark grey key
2758749,fetch a giant giant very_dark key,fetch a very_dark yellow giant key
2758889,fetch a fetch a red medium red ball,go get a medium light red ball
2758898,fetch get a small small blue ball,go get a blue very_light small ball
2758907,fetch a a blue small key,go fetch a green tiny neutral key
2758987,fetch a fetch a tiny purple dark key,get a neutral blue small key
2759057,go fetch a dark red small ball,fetch a dark small red ball
2759088,get a small very_dark blue ball,fetch a very_dark blue small ball
2759139,fetch a fetch a tiny neutral yellow key,fetch a grey neutral tiny key
2759153,go fetch a medium very_dark purple key,get a very_dark blue medium key
2759202,fetch a light giant blue ball,go get a neutral giant blue ball
2759247,fetch a purple very_dark purple key,get a small very_dark purple key
2759661,get a large red dark key,go fetch a large very_dark red key
2759688,go get a dark purple giant ball,go get a dark giant purple ball
2759860,go fetch a small very_dark blue key,go get a small blue very_dark ball
2759875,fetch a a very_dark large blue ball,get a very_dark large blue ball
2760054,get a giant blue dark giant ball,get a dark blue giant ball
2760211,fetch a large very_dark purple ball,you must fetch a very_dark purple medium ball
2760265,go get a purple very_dark giant key,go fetch a purple very_dark giant key
2760470,go get a purple neutral ball,you must fetch a dark medium purple ball
2760488,go fetch a tiny grey light key,fetch a grey light tiny key
2760492,go get a light yellow small ball,go fetch a light yellow small ball
2760496,you must fetch a purple very_dark tiny ball,you must fetch a purple very_dark tiny ball
2760505,you must fetch a purple very_dark small ball,go fetch a purple small very_dark ball
2760587,go must fetch dark purple giant ball,get a purple dark giant ball
2760688,fetch a grey very_light small key,go fetch a grey small light key
2760704,fetch a very_dark purple tiny ball,go fetch a tiny very_dark purple ball
2760792,get a dark medium purple ball,go fetch a dark medium purple ball
2760810,go fetch a small blue very_dark ball,get a small blue very_dark ball
2760944,get a blue medium neutral ball,you must fetch a neutral blue medium ball
2760980,go fetch a medium red neutral ball,go get a red medium neutral ball
2761029,get a giant neutral green ball,go fetch a giant blue neutral ball
2761163,get a giant neutral grey ball,fetch a grey neutral giant ball
2761266,go fetch a small neutral red key,fetch a small neutral red key
2761471,you must very_light grey large ball,you must fetch a large very_light grey ball
2761679,get a large yellow very_dark ball,go get a yellow large very_dark ball
2761688,get a small grey light ball,you must fetch a light grey small ball
2761705,go fetch a a red small neutral ball,go get a red small neutral ball
2761767,you must fetch a light green small key,fetch a small very_light blue key
2761776,fetch must fetch a large red ball,fetch a giant red neutral key
2761846,get a medium blue light key,go get a purple medium light key
2761891,get a a dark medium grey key,get a grey dark medium ball
2761905,fetch a very_dark yellow giant key,go fetch a very_dark yellow giant key
2761947,fetch a blue large dark ball,go get a large dark blue ball
2762015,get a fetch a very_light small yellow ball,go fetch a purple very_light small key
2762061,go get a very_light green small key,go get a small green very_light key
2762153,fetch a a medium purple key,get a blue dark medium key
2762238,fetch a tiny grey neutral ball,go get a neutral tiny grey ball
2762242,go get a green light green ball,go fetch a green light giant ball
2762260,go fetch a very_dark red small ball,you must fetch a very_dark small red ball
2762415,you must small blue very_dark ball,you must fetch a very_dark small blue ball
2762473,get a green small neutral ball,go get a green small neutral ball
2762639,go fetch a light medium red ball,you must fetch a red medium light ball
2762879,go fetch a very_dark green tiny key,go fetch a very_dark green tiny key
2763041,you get a yellow giant dark ball,you must fetch a giant dark yellow ball
2763243,fetch a giant yellow dark ball,fetch a yellow dark giant ball
2763244,go a red tiny tiny dark,get a red tiny dark ball
2763297,go fetch a grey small neutral ball,go get a grey neutral small ball
2763405,fetch a a giant very_dark red ball,go get a red very_dark giant ball
2763415,get a medium medium blue key,get a medium dark blue key
2763577,fetch a purple giant dark key,fetch a purple giant dark key
2763630,get a purple giant neutral key,you must fetch a purple giant neutral ball
2763724,go get a small blue light key,get a light purple small key
2763773,go get a grey neutral small key,you must fetch a small grey neutral key
2763817,go fetch a blue neutral small key,you must fetch a blue tiny neutral key
2763822,get a giant giant dark ball,you must fetch a dark giant green ball
2763957,fetch a fetch a very_light tiny green ball,get a tiny very_light blue ball
2763991,go get a blue giant neutral ball,fetch a blue giant neutral ball
2764005,get get a small yellow light ball,go get a small light yellow ball
2764017,go must fetch yellow very_light ball,you must fetch a very_light small yellow ball
2764119,go get red tiny very_dark key,you must fetch a red tiny very_dark key
2764123,you must fetch a tiny green light key,fetch a tiny light green key
2764183,you must fetch a red medium very_dark key,go get a dark large red key
2764236,go get a yellow small light ball,get a small grey light ball
2764334,go a red very_light tiny key,you must fetch a small light red key
2764337,get fetch a very_light green small key,go fetch a small green very_light ball
2764398,you must fetch a medium red very_light ball,get a very_light red medium ball
2764452,fetch a neutral purple giant ball,get a giant purple neutral ball
2764458,go get a neutral red giant key,fetch a red giant neutral key
2764473,fetch a red giant neutral key,you must fetch a giant neutral red ball
2764581,get a small grey grey ball,go fetch a light small grey ball
2764755,get a purple small very_light key,go get a small purple very_light key
2764832,go get a dark giant giant ball,get a giant dark green ball
2764987,fetch a medium a blue dark medium key,fetch a medium dark green ball
2765030,fetch a small very_light red key,go get a medium red very_light key
2765051,go get a very_dark green large key,go get a large green very_dark key
2765103,go fetch a grey medium neutral ball,fetch a neutral medium grey ball
2765107,you must fetch a tiny purple tiny ball,fetch a dark tiny purple ball
2765117,fetch a neutral blue small key,go get a light yellow small key
2765161,go get a very_light small green ball,go get a small green very_light ball
2765170,fetch a grey neutral tiny key,go fetch a grey neutral tiny key
2765299,go fetch a grey very_light tiny ball,go get a very_light tiny grey ball
2765550,fetch a blue very_dark large key,go get a large green very_dark key
2765682,fetch a fetch a very_dark purple large key,go fetch a purple large very_dark key
2765724,get a small light yellow ball,get a light small yellow ball
2765859,you must fetch a purple dark giant ball,get a giant dark purple ball
2766037,fetch a blue large dark key,go get a dark large purple key
2766086,go get a medium light red key,you must fetch a light medium green key
2766087,fetch a tiny very_light blue ball,get a very_light tiny blue ball
2766211,go get a neutral purple medium key,go get a purple medium neutral key
2766216,go get a medium green very_dark ball,you must fetch a red medium very_dark ball
2766393,go get a blue dark giant ball,get a blue large dark ball
2766466,get a purple small light yellow key,go get a small yellow light key
2766681,fetch a a medium blue very_dark key,get a very_dark medium blue key
2766729,go fetch a green giant green ball,fetch a green giant dark ball
2766940,fetch a blue yellow giant ball,go get a neutral yellow giant ball
2767117,get a giant dark green ball,go get a giant dark green ball
2767166,fetch a dark purple medium ball,go fetch a purple dark medium ball
2767169,go get a small grey ball,go fetch a small light grey ball
2767187,get a green small neutral key,fetch a small red neutral key
2767360,go must fetch a very_dark giant green key,go fetch a giant green very_dark key
2767419,go fetch a medium red very_dark ball,go fetch a red medium very_dark ball
2767428,go fetch a very_dark tiny red key,get a red very_dark tiny key
2767644,go get a very_light red medium key,go get a very_light medium red key
2767728,fetch a purple very_dark giant key,fetch a giant purple very_dark key
2767868,go get a neutral small neutral key,go get a red small neutral key
2768097,go get blue light large ball,go fetch a blue light large ball
2768285,go fetch a a small grey light ball,get a small grey neutral ball
2768748,go get a dark purple large key,fetch a purple dark large key
2768798,go fetch a tiny blue tiny ball,fetch a tiny light blue ball
2768810,fetch a light grey tiny key,get a tiny light grey key
2768967,fetch a large very_dark green key,you must fetch a green dark medium key
2769012,fetch a giant dark blue key,fetch a dark giant blue key
2769180,go fetch a giant red neutral key,fetch a green giant neutral key
2769222,fetch a a large very_dark green key,fetch a large very_dark red key
2769585,get a large dark blue key,get a dark purple large key
2769681,you must fetch a medium grey dark ball,fetch a grey medium dark ball
2769846,you must fetch a tiny very_dark purple ball,fetch a very_dark purple tiny ball
2769935,get a very_light purple medium key,you must fetch a very_light purple medium key
2769958,you must fetch a giant neutral purple ball,you must fetch a giant purple neutral ball
2769974,you must fetch a medium purple dark key,go get a medium purple dark key
2769979,get a large a dark large red key,go fetch a large green dark key
2770101,go get a a medium very_light red key,you must fetch a red medium very_light ball
2770397,get a large neutral grey key,get a large neutral grey key
2770411,go a medium neutral purple key,go fetch a neutral medium purple key
2770420,fetch a dark medium green key,you must fetch a green medium dark key
2770445,fetch a giant neutral yellow ball,you must fetch a grey giant neutral ball
2770467,fetch a red very_dark tiny key,you must fetch a tiny red very_dark key
2770484,get a a large large neutral ball,you must fetch a neutral large grey key
2770616,you must fetch a large light purple ball,get a light purple giant key
2770753,go a very_dark large purple key,go fetch a large purple very_dark key
2770755,fetch a blue large very_dark ball,fetch a large blue very_dark ball
2770808,get a small yellow very_light ball,get a yellow small very_light ball
2770817,get a tiny very_dark yellow ball,get a yellow very_dark tiny ball
2770901,fetch a neutral green tiny ball,fetch a neutral small green ball
2770909,you must fetch a giant neutral blue ball,fetch a giant neutral blue ball
2771048,get a grey dark grey ball,fetch a small dark grey ball
2771055,fetch a blue small blue ball,you must fetch a small light blue ball
2771122,fetch a yellow small light ball,fetch a light small yellow ball
2771192,go get a grey very_light tiny key,go get a grey very_light tiny key
2771269,fetch a purple neutral medium key,go get a purple medium neutral key
2771288,go a neutral small blue ball,get a neutral small green ball
2771299,go get a small very_dark purple ball,get a purple very_dark tiny ball
2771335,go fetch a purple medium very_dark ball,get a purple medium very_dark ball
2771397,go fetch a very_dark tiny blue ball,you must fetch a tiny dark blue ball
2771404,get a a blue neutral small ball,get a neutral blue small ball
2771618,get a giant neutral grey ball,go fetch a giant neutral yellow ball
2771700,you must fetch a large green dark ball,you must fetch a green medium dark ball
2771705,go get a blue dark large key,you must fetch a large neutral blue key
2771816,go get a grey giant dark ball,go fetch a dark giant yellow ball
2771848,get a large blue neutral key,you must fetch a neutral large blue key
2771852,fetch a fetch a giant dark purple key,get a giant purple dark key
2771928,fetch a very_dark medium very_dark ball,go get a very_dark medium purple ball
2771971,go get a grey neutral tiny key,go fetch a neutral grey tiny key
2772110,go fetch a large red dark key,fetch a red dark large key
2772169,you must fetch a neutral giant purple ball,go get a neutral giant purple ball
2772170,go fetch neutral purple tiny key,get a tiny neutral yellow key
2772230,go get a purple small very_dark key,you must fetch a small purple very_dark key
2772262,get a giant green green ball,go get a giant light green ball
2772336,fetch a yellow neutral grey small dark key,you must fetch a dark small grey ball
2772422,get a a purple dark large key,go get a dark purple large key
2772429,you a very_dark green medium key,go get a medium blue very_dark key
2772521,get fetch a red small very_dark ball,go get a very_dark small red ball
2772616,go fetch a small light green key,fetch a small light green key
2772618,get a grey dark grey key,go get a large dark grey key
2772650,go fetch a neutral large red ball,fetch a red neutral large ball
2772695,you must fetch a tiny purple very_dark key,go fetch a very_dark purple tiny key
2772930,you must fetch tiny very_dark ball,you must fetch a yellow tiny very_dark ball
2773053,get a giant red very_light key,fetch a giant very_light red key
2773549,go fetch a neutral blue blue key,you must fetch a light purple large key
2773580,fetch a a very_dark tiny ball,fetch a tiny very_dark purple ball
2773937,get a very_light small red key,fetch a small green very_light key
2774019,fetch a neutral red dark key,get a dark red tiny key
2774143,go fetch a red very_dark small ball,you must fetch a small red very_dark ball
2774219,fetch a neutral blue large key,you must fetch a blue neutral large key
2774229,fetch a dark large red key,go fetch a red dark large key
2774257,go get a small yellow light key,go fetch a small light yellow key
2774373,go get a giant purple neutral key,you must fetch a neutral giant purple key
2774429,fetch a neutral giant green key,go get a green neutral giant key
2774452,fetch a blue small neutral key,fetch a neutral green small ball
2774471,go fetch a small purple very_light key,you must fetch a very_light small purple key
2774489,get a fetch a medium very_dark green ball,go fetch a red very_dark medium ball
2774494,get a very_dark giant yellow key,you must fetch a yellow very_dark giant key
2774499,go fetch a a neutral small green ball,you must fetch a small green neutral key
2774514,go get a light small yellow key,go get a yellow small light key
2774599,get a giant green dark ball,fetch a green giant dark ball
2774674,fetch a dark dark large key,you must fetch a red dark large key
2774874,you must fetch a small neutral purple key,get a small neutral purple key
2775002,get a very_dark very_dark purple ball,go fetch a medium very_dark purple ball
2775084,fetch a very_dark tiny grey ball,fetch a tiny grey very_dark ball
2775212,get a neutral blue giant ball,get a dark green giant ball
2775288,you must fetch very_light very_light giant key,get a green very_light large key
2775363,go get a a blue light tiny ball,go fetch a blue tiny very_light ball
2775376,get a medium red very_dark key,fetch a red very_dark medium key
2775390,get a very_light purple small ball,get a small blue very_light ball
2775400,get a green very_dark large key,get a large green very_dark key
2775524,go fetch a blue medium light key,fetch a medium light blue key
2775585,you must fetch a light yellow small key,you must fetch a purple light small key
2775832,get a giant purple dark ball,get a giant yellow dark ball
2775960,fetch a giant dark blue ball,go get a dark giant blue ball
2775991,go fetch a red very_dark medium key,you must fetch a very_dark green medium key
2776104,go get a green light small key,get a red light small key
2776120,go fetch a neutral giant red ball,you must fetch a red giant neutral ball
2776164,go a light purple medium key,you must fetch a blue light medium key
2776237,go a blue very_dark green ball,fetch a medium very_dark green ball
2776271,go fetch a giant neutral purple key,go get a neutral giant purple key
2776284,fetch get a very_dark purple small key,you must fetch a very_dark purple small key
2776301,get a light purple yellow small light ball,go fetch a grey light small key
2776434,fetch a neutral blue small ball,go get a light small blue ball
2776485,you get a very_dark small blue ball,go get a small blue very_dark ball
2776491,you must fetch a neutral giant giant ball,fetch a neutral red giant ball
2776502,fetch a tiny dark red ball,get a tiny dark red ball
2776518,go get a very_light giant yellow ball,fetch a very_light large grey ball
2776845,fetch must fetch a large yellow very_dark key,go fetch a large very_dark yellow key
2776970,go fetch a very_light small purple key,go fetch a purple small very_light key
2777015,get a light medium light ball,fetch a medium red light ball
2777155,you must fetch a yellow very_light medium key,go get a medium yellow very_light key
2777186,fetch a large neutral red ball,fetch a large neutral red ball
2777214,go get a blue light medium key,go fetch a blue medium light key
2777224,you must fetch a medium purple very_dark ball,go get a purple very_dark medium ball
2777336,go a giant blue dark ball,fetch a dark giant green ball
2777348,fetch a large dark dark key,you must fetch a green large dark key
2777450,fetch a neutral tiny purple key,go get a purple neutral small key
2777456,go fetch a neutral blue tiny key,go fetch a neutral green tiny key
2777497,get a green large very_light ball,get a green large very_light ball
2777671,go fetch a tiny very_light ball,get a tiny very_light green ball
2777807,get fetch a dark medium yellow ball,go fetch a yellow medium dark ball
2777935,you must fetch a dark grey small key,go get a grey small dark key
2777966,go fetch a very_dark large very_dark ball,get a blue large very_dark ball
2778109,go get a giant green very_light key,go fetch a giant light green ball
2778124,go a green very_light small key,go get a small very_light green key
2778206,go get a very_dark blue medium key,fetch a very_dark blue medium key
2778255,you must fetch a medium medium red ball,get a medium red very_light ball
2778285,get a dark large blue key,go fetch a blue large dark key
2778397,you must fetch a very_dark tiny red key,get a very_dark small green ball
2778439,get get a very_dark purple tiny ball,fetch a very_dark yellow tiny ball
2778488,fetch a dark small green key,fetch a green neutral small key
2778532,go fetch a very_dark red ball,go fetch a red giant very_dark ball
2778538,fetch a fetch a yellow very_light medium key,go fetch a medium yellow very_light key
2778637,go get a small very_dark small ball,you must fetch a very_dark small blue ball
2778655,you must fetch a very_light red medium key,go fetch a light red medium key
2778676,fetch a dark purple medium ball,you must fetch a dark medium purple ball
2778681,get a giant purple neutral ball,fetch a purple giant neutral ball
2778814,fetch a large green very_dark key,you must fetch a green large very_dark key
2779008,go fetch a red red neutral ball,get a neutral medium red ball
2779049,get a light yellow giant key,fetch a giant yellow light key
2779216,you must very_light large green key,get a large very_light green key
2779267,go get a purple tiny very_dark key,get a very_dark purple tiny key
2779276,go fetch a giant green very_dark key,get a green very_dark giant key
2779365,you must fetch a purple ball,fetch a giant purple dark ball
2779366,go fetch a purple very_dark tiny ball,go get a yellow tiny very_dark ball
2779437,go get a tiny very_light grey ball,go get a very_light tiny grey ball
2779526,go get a medium blue light key,go fetch a medium green light key
2779814,you must fetch a tiny tiny grey ball,go fetch a tiny very_dark yellow ball
2779830,go get a red large dark ball,go get a red large dark ball
2779832,go fetch a small very_light tiny ball,get a blue very_light tiny ball
2780163,you must fetch a giant blue dark ball,get a dark blue giant ball
2780334,go get a tiny dark red ball,you must fetch a tiny red dark ball
2780433,fetch a small very_dark green ball,go get a tiny green very_dark ball
2780440,go get a grey grey neutral key,fetch a grey large neutral key
2780447,fetch must fetch a large yellow very_dark key,go get a large yellow very_dark key
2780510,go fetch a green neutral giant key,fetch a red neutral giant key
2780572,go get a large purple neutral key,you must fetch a blue dark large ball
2780712,go get a dark red large ball,fetch a dark red large ball
2780746,you must fetch a small green neutral ball,fetch a small neutral green ball
2780907,get a blue very_light medium key,fetch a very_light medium purple key
2781204,you a red very_light very_light ball,you must fetch a tiny very_light green ball
2781209,get a very_dark purple medium ball,fetch a very_dark purple medium ball
2781211,get a neutral medium purple key,get a purple dark medium key
2781397,go fetch a yellow small light key,get a light yellow small key
2781417,go fetch a green green giant key,you must fetch a green large very_light key
2781451,go fetch a tiny neutral blue ball,go get a green neutral tiny ball
2781538,you must fetch a large green very_light ball,you must fetch a green very_light large ball
2781569,go get a dark tiny red ball,go get a tiny red dark ball
2781635,fetch a very_dark very_dark green key,fetch a very_dark green large key
2781719,fetch a blue very_dark large ball,go fetch a very_dark large blue ball
2781801,go get a very_dark green tiny ball,get a very_dark green tiny ball
2781808,go a medium blue very_dark key,fetch a very_dark blue medium key
2781858,go fetch a grey dark giant key,fetch a grey giant dark key
2781906,get a tiny blue dark ball,you must fetch a neutral small blue ball
2781914,fetch a yellow small light ball,you must fetch a small yellow light ball
2781919,you must fetch a green giant dark ball,get a dark giant green ball
2782026,go get a green light medium ball,get a medium red light ball
2782350,you get a small very_dark purple ball,fetch a small purple very_dark ball
2782441,fetch a fetch a tiny very_dark green ball,you must fetch a green very_dark small ball
2782451,go a fetch a large large neutral key,go fetch a giant red neutral key
2782560,get a red a large dark red key,get a red large dark key
2782728,get a very_light small yellow ball,fetch a small yellow very_light ball
2782868,go get a green light green key,go fetch a light green medium key
2782870,go get a giant blue very_dark ball,get a giant very_dark blue ball
2782943,go fetch a dark medium purple key,go get a medium dark purple key
2783043,get get a small green neutral ball,go get a green neutral small ball
2783088,get a fetch a very_light purple small key,get a very_light medium yellow key
2783170,go fetch a dark very_dark purple ball,fetch a very_dark small purple ball
2783176,go fetch a very_light green tiny ball,fetch a green very_light tiny ball
2783250,go get a light purple small key,go fetch a purple small light key
2783259,go get a grey giant neutral ball,get a neutral grey giant ball
2783263,go fetch grey very_light large ball,you must fetch a very_light grey large ball
2783287,get a dark tiny purple key,fetch a dark purple tiny key
2783417,fetch a purple tiny purple ball,go get a purple tiny very_dark ball
2783700,go fetch a light tiny grey ball,you must fetch a grey light tiny ball
2784005,get a a yellow large very_dark key,go fetch a very_dark yellow large key
2784165,get a purple giant purple key,you must fetch a giant light yellow key
2784181,get a giant neutral grey key,fetch a large grey neutral key
2784319,you must fetch a small light blue ball,go fetch a small blue light ball
2784324,go get a green neutral tiny key,go get a tiny neutral green key
2784383,get a purple large light key,go get a light purple large key
2784403,fetch a giant green very_light ball,fetch a green large very_light ball
